Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Loan_Amount,Term,Credit_History,Area
Male,No,0,Not Graduate,No,175000,366400,26000000,360,1,Urban
Male,No,0,Graduate,No,117300,425600,9300000,360,0,Urban
Male,No,0,Graduate,No,307400,0,12500000,360,1,Semiurban
Male,No,0,Graduate,No,531600,428800,12500000,360,,Semiurban
Male,No,,Graduate,No,463500,0,12500000,360,1,Urban
Female,Yes,2,Graduate,No,750000,91000,5500000,360,0,Rural
Female,Yes,0,Graduate,No,224300,0,10000000,360,0,Rural
Male,Yes,0,Graduate,No,200000,0,10500000,360,1,Semiurban
Male,Yes,3+,Graduate,No,266700,228600,13500000,480,1,Semiurban
Male,Yes,1,Graduate,No,500000,0,10800000,120,1,Rural
Male,Yes,3+,Not Graduate,No,433300,0,15000000,360,1,Rural
,Yes,1,Graduate,Yes,308300,25000,11500000,360,1,Urban
Female,Yes,0,Not Graduate,Yes,529300,18700,12500000,360,,Semiurban
Male,No,0,Graduate,No,379100,43700,18500000,360,0,Rural
Female,No,3+,Graduate,No,476600,0,9000000,360,1,Urban
Male,No,0,Not Graduate,Yes,306600,266600,20000000,360,0,Urban
Male,Yes,2,Graduate,No,701600,0,12500000,360,0,Semiurban
Male,No,2,Not Graduate,Yes,307600,0,17700000,360,1,Semiurban
Male,Yes,0,Graduate,No,226700,0,13300000,360,1,Rural
Female,Yes,2,Not Graduate,Yes,228300,1450700,10900000,360,1,Semiurban
Male,No,3+,Not Graduate,No,522500,216800,9900000,360,1,Rural
Male,Yes,2,Not Graduate,Yes,340000,292500,18500000,360,1,Rural
Male,Yes,0,Graduate,No,630000,0,16000000,360,1,Urban
Female,No,2,Graduate,No,400000,168300,14700000,360,1,Urban
Male,Yes,0,Graduate,No,339100,0,9800000,360,1,Semiurban
Male,No,1,Not Graduate,No,236000,177700,13800000,360,1,Semiurban
Male,Yes,0,Graduate,,421300,130000,29000000,360,1,Rural
Female,Yes,2,Graduate,No,416600,2400000,14400000,360,1,Semiurban
Male,No,1,Not Graduate,No,250000,177500,17600000,360,1,Urban
Male,No,0,Not Graduate,No,538400,0,10000000,360,1,Semiurban
Male,No,2,Graduate,Yes,344500,0,10000000,360,1,Semiurban
Male,Yes,0,Graduate,,522500,0,11300000,360,1,Urban
Male,Yes,0,Not Graduate,No,1884000,0,18800000,360,0,Urban
Female,Yes,1,Not Graduate,,496000,0,5700000,360,1,Urban
Male,No,0,Graduate,No,0,0,28000000,360,0,Rural
Male,Yes,3+,Graduate,No,333300,0,19900000,360,1,Semiurban
Male,Yes,2,Not Graduate,No,449000,0,11400000,180,0,Rural
Female,Yes,0,Graduate,No,226700,0,12500000,360,1,Semiurban
Male,Yes,1,Graduate,No,215700,0,14100000,360,1,Rural
Male,Yes,0,Graduate,,216600,500000,10500000,360,,Rural
Male,Yes,1,Graduate,Yes,307300,0,18700000,300,1,Rural
Male,Yes,3+,Not Graduate,No,380800,250000,9500000,360,1,Semiurban
Male,Yes,1,Graduate,No,333300,0,0,360,1,Urban
Male,No,0,Graduate,No,2916700,342200,12800000,360,1,Rural
Male,No,3+,Graduate,No,1600000,427500,25700000,60,0,Semiurban
Male,Yes,3+,Graduate,No,218500,1398300,18700000,360,1,Semiurban
Male,Yes,2,Graduate,,274000,0,12100000,360,1,Urban
Female,No,0,Graduate,No,341800,216700,18700000,360,1,Urban
Male,Yes,,Graduate,Yes,383300,0,14300000,360,1,Semiurban
Female,Yes,3+,Not Graduate,,200000,0,18500000,360,1,Rural
Female,Yes,1,Not Graduate,No,408300,0,18000000,360,1,Urban
Male,No,0,Graduate,No,315000,0,13300000,180,1,Urban
Male,Yes,0,Not Graduate,No,292500,0,7000000,360,,Urban
,Yes,0,Graduate,Yes,400900,135000,28000000,360,1,Rural
Male,Yes,,Graduate,No,650000,128700,13200000,360,0,Rural
Male,No,0,Not Graduate,No,376700,156000,12100000,180,1,Rural
Male,Yes,,Graduate,No,236600,0,41200000,12,1,Rural
Male,Yes,3+,Graduate,No,366600,0,7200000,360,1,Semiurban
Male,No,0,Graduate,No,273300,0,18700000,360,,Rural
Male,No,0,Graduate,No,241200,314800,9900000,360,1,Rural
Male,No,0,Graduate,No,286800,273000,9900000,360,1,Rural
Male,No,0,Graduate,No,433300,0,12200000,360,0,Urban
,No,,Graduate,No,216600,0,13400000,360,1,Semiurban
Male,No,0,Graduate,No,2916700,0,17100000,360,0,Rural
Male,No,2,Graduate,No,364300,218300,13700000,360,1,Rural
Male,Yes,,Graduate,No,787400,156000,14900000,360,1,Semiurban
Male,No,0,Graduate,No,394300,425500,6100000,360,1,Rural
Male,Yes,2,Graduate,No,679200,339600,7400000,360,1,Rural
Male,No,1,Not Graduate,No,616600,0,12500000,480,1,Semiurban
Male,No,3+,Graduate,No,582300,0,18700000,360,1,Urban
Male,Yes,0,Graduate,,298200,0,8500000,360,,Urban
,No,0,Graduate,No,350000,0,12800000,360,1,Urban
Male,No,0,Graduate,Yes,390000,279200,9000000,360,1,Semiurban
Female,Yes,0,Graduate,,378600,0,17600000,360,1,Semiurban
Male,No,,Graduate,No,408300,0,11500000,180,1,Urban
Female,Yes,3+,Graduate,No,206600,0,12500000,360,1,Rural
Male,Yes,2,Graduate,Yes,500000,87900,12500000,360,,Urban
Male,Yes,0,Graduate,No,356400,0,18700000,360,1,Rural
Male,Yes,1,Not Graduate,No,375400,0,8000000,360,1,Rural
,Yes,0,Graduate,Yes,341700,75000,14300000,350,1,Urban
Male,No,0,Graduate,No,324200,0,10200000,360,1,Urban
Female,No,3+,Graduate,No,306600,241600,0,360,1,Semiurban
,No,0,Graduate,No,395800,0,12000000,360,0,Rural
Female,No,0,Graduate,Yes,377200,0,30000000,360,,Urban
Male,Yes,0,Graduate,No,315000,298800,12500000,360,1,Urban
Female,No,0,Graduate,No,518400,0,14000000,360,1,Urban
Male,Yes,0,Graduate,No,333300,0,10000000,360,1,Urban
Male,No,0,Graduate,No,408300,0,30000000,360,0,Urban
Male,No,2,Graduate,No,433300,0,10000000,360,0,Rural
,Yes,0,Graduate,No,760000,0,10500000,360,1,Rural
Male,Yes,3+,Not Graduate,,203800,111000,11000000,360,1,Rural
Male,Yes,3+,Graduate,,380800,353900,12000000,360,,Urban
Male,Yes,1,Graduate,No,262300,0,15200000,360,1,Rural
Female,No,0,Graduate,No,222600,0,12500000,360,1,Urban
Male,Yes,0,Graduate,No,1000000,0,13500000,360,,Rural
Female,Yes,0,Graduate,No,448300,256500,10500000,360,1,Urban
Male,No,0,Graduate,Yes,750000,299900,10200000,360,1,Semiurban
Female,Yes,3+,Graduate,No,300700,405300,8400000,360,,Semiurban
Female,Yes,2,Graduate,Yes,176200,0,15000000,360,1,Semiurban
Female,No,0,Graduate,No,787400,128700,11000000,360,1,Urban
Male,No,3+,Graduate,Yes,533300,0,15100000,360,1,Semiurban
Female,Yes,0,Graduate,No,222600,140000,6400000,360,1,Urban
Male,Yes,,Graduate,No,318900,0,12500000,360,1,Rural
Male,No,2,Not Graduate,Yes,570800,0,18700000,360,1,Semiurban
Male,No,0,Graduate,No,344500,0,12200000,180,1,Semiurban
Male,No,0,Graduate,Yes,236600,0,10200000,360,1,Rural
Male,No,3+,Graduate,No,185000,0,13800000,360,0,Urban
Male,No,2,Graduate,No,518400,0,7600000,360,1,Rural
Male,Yes,1,Graduate,No,279200,0,20900000,360,1,Rural
Female,No,2,Not Graduate,No,505800,0,9400000,360,1,Semiurban
Male,Yes,0,Graduate,No,114100,0,13000000,360,1,Urban
Male,No,2,Not Graduate,No,390000,0,14500000,360,1,Urban
Female,Yes,3+,Not Graduate,No,522500,0,12300000,360,0,Rural
,Yes,1,Graduate,Yes,2479700,0,12000000,360,1,Urban
Male,Yes,0,Not Graduate,No,566700,0,12200000,,1,Urban
Male,Yes,1,Not Graduate,No,397200,391700,15000000,360,,Urban
Male,Yes,0,Graduate,No,491200,0,10000000,360,1,Rural
Male,No,0,Graduate,No,151600,0,18100000,360,1,Semiurban
Male,No,0,Graduate,No,400000,83300,16300000,360,0,Semiurban
Male,Yes,0,Not Graduate,No,275000,0,4000000,360,1,Rural
,Yes,0,Graduate,No,250000,261900,10900000,360,1,Semiurban
Female,No,2,Graduate,No,1351800,233300,12300000,360,1,Semiurban
Male,No,0,Not Graduate,Yes,1294100,0,13500000,360,1,Semiurban
Male,No,0,Graduate,No,433300,0,13500000,300,1,Rural
Male,No,0,Graduate,,324200,151600,8400000,360,1,Rural
Male,No,0,Graduate,No,460900,155000,13900000,360,1,Urban
Male,Yes,0,Graduate,No,408300,0,18500000,360,1,Urban
Male,No,0,Graduate,No,436300,0,18000000,360,1,Semiurban
Female,Yes,2,Graduate,No,357900,0,10800000,480,1,Semiurban
Male,No,0,Not Graduate,No,261300,0,15000000,360,1,Semiurban
Male,Yes,0,Graduate,No,1531200,213900,7500000,360,1,Urban
Female,No,3+,Not Graduate,No,313200,210800,8000000,360,1,Rural
Female,Yes,3+,Graduate,No,1089000,216600,10700000,360,,Semiurban
Male,Yes,2,Graduate,No,875000,0,12800000,360,,Urban
Male,Yes,0,Graduate,No,433400,0,13500000,360,1,Semiurban
Male,Yes,2,Graduate,No,844900,0,10400000,360,0,Semiurban
Male,Yes,3+,Graduate,No,362000,118400,12500000,360,1,Rural
Male,No,0,Graduate,No,390900,0,12400000,360,0,Rural
Male,Yes,,Graduate,,1491100,0,9000000,360,1,Semiurban
Female,Yes,0,Graduate,No,254000,521100,25700000,180,0,Urban
Male,Yes,3+,Graduate,No,2479700,0,10800000,360,1,Urban
Male,No,0,Not Graduate,No,351000,150000,14900000,300,1,Semiurban
Male,No,0,Graduate,No,463500,216600,11000000,360,1,Semiurban
,Yes,0,Graduate,No,227400,0,12300000,6,1,Rural
Male,Yes,2,Graduate,No,266700,0,15700000,360,0,Semiurban
Male,Yes,2,Graduate,No,750000,1166600,12500000,300,1,Rural
Male,No,2,Graduate,No,326800,0,8000000,360,1,Semiurban
Male,Yes,1,Graduate,No,449000,0,18500000,360,1,Rural
Male,No,0,Graduate,No,366600,0,10400000,360,1,Semiurban
Male,No,0,Graduate,No,350700,0,15000000,360,1,Semiurban
Male,Yes,3+,Graduate,,408300,500000,15000000,360,1,Urban
Male,Yes,1,Not Graduate,No,274700,0,15500000,360,1,Semiurban
Male,No,0,Not Graduate,No,550900,0,16000000,360,1,Urban
Male,Yes,0,Graduate,No,436300,0,8800000,360,1,Urban
Female,Yes,0,Graduate,No,210100,0,10000000,360,1,Urban
Male,Yes,2,Graduate,No,235600,0,10200000,360,1,Semiurban
Male,Yes,2,Graduate,No,250000,0,29000000,360,1,Rural
,Yes,2,Graduate,No,3200000,0,9900000,180,1,Rural
Male,No,0,Graduate,No,324200,0,15000000,360,1,Rural
Male,No,2,Graduate,Yes,7252900,0,12500000,360,1,Rural
Male,Yes,1,Graduate,No,379100,290000,18700000,12,1,Urban
Female,Yes,,Graduate,No,408300,247400,14300000,360,1,Urban
Male,No,0,Not Graduate,No,1491100,357500,6500000,360,1,Rural
Female,Yes,3+,Graduate,Yes,460900,0,15000000,360,1,Urban
Male,Yes,0,Graduate,No,3200000,260000,12500000,360,1,Rural
Female,Yes,1,Graduate,No,341700,0,8800000,360,,Urban
Male,No,0,Graduate,,253900,0,4600000,360,1,Rural
Female,Yes,1,Graduate,No,470000,250000,29000000,300,1,Urban
Male,Yes,0,Graduate,Yes,1600000,0,12300000,360,1,Urban
Female,No,2,Graduate,No,500000,0,11000000,360,1,Urban
Male,No,0,Graduate,No,378600,0,12500000,360,1,Rural
Female,No,0,Graduate,No,350000,0,13400000,84,1,Semiurban
Male,Yes,0,Graduate,No,275000,0,10800000,180,1,Urban
Male,No,0,Graduate,,500000,0,23400000,84,0,Urban
Male,No,0,Graduate,No,1000000,70000,10700000,360,1,Rural
Male,Yes,0,Graduate,No,395800,0,15000000,360,0,Rural
Male,No,0,Graduate,No,296400,172100,3500000,360,1,Semiurban
Male,No,0,Graduate,No,550900,70000,18500000,360,1,Semiurban
Male,Yes,0,Not Graduate,No,1351800,241700,8100000,360,1,Urban
,Yes,3+,Graduate,Yes,401000,210800,8000000,360,0,Semiurban
Male,Yes,2,Graduate,No,1491100,284500,13800000,360,1,Rural
Female,No,0,Graduate,No,472000,0,14200000,360,1,Urban
Female,Yes,0,Graduate,Yes,475000,0,6100000,360,0,Semiurban
Male,Yes,1,Not Graduate,No,266700,0,8100000,360,0,Semiurban
Male,No,0,Graduate,No,241500,0,10800000,360,1,Rural
Male,Yes,0,Graduate,No,201400,0,7000000,360,0,Urban
Female,Yes,0,Graduate,No,590000,111000,17300000,360,1,Rural
Male,Yes,3+,Graduate,No,350000,0,15000000,360,0,Urban
Female,Yes,0,Not Graduate,No,616600,176800,18700000,360,1,Urban
Male,No,0,Not Graduate,No,197200,121300,12000000,360,1,Rural
Female,No,0,Graduate,No,308900,178800,14100000,360,1,Semiurban
Male,Yes,0,Graduate,No,372900,353900,11000000,360,1,Semiurban
Male,Yes,1,Graduate,No,635600,0,16600000,480,1,Urban
Male,No,0,Not Graduate,No,316600,70000,13200000,,0,Rural
Male,Yes,1,Not Graduate,Yes,383500,102500,9000000,360,1,Urban
Male,Yes,2,Graduate,No,701600,0,23500000,360,1,Rural
Female,Yes,1,Graduate,No,254000,641400,0,6,1,Semiurban
Male,No,0,Graduate,No,335000,0,12500000,360,,Rural
Male,Yes,1,Graduate,No,292500,0,15000000,360,0,Semiurban
Male,Yes,3+,Graduate,Yes,750000,0,10500000,360,1,Rural
Female,No,1,Not Graduate,Yes,1600000,236700,10300000,360,1,Urban
Male,Yes,0,Not Graduate,No,268700,0,13000000,360,1,Semiurban
Female,Yes,0,Graduate,No,875000,314800,9900000,360,1,Rural
Female,Yes,2,Not Graduate,No,175000,0,29700000,360,1,Semiurban
Male,Yes,0,Not Graduate,Yes,341700,0,7000000,360,1,Semiurban
Male,Yes,2,Not Graduate,No,787400,176200,21400000,360,1,Semiurban
Male,Yes,0,Graduate,,474200,390000,12000000,360,,Urban
Male,Yes,3+,Graduate,No,350700,0,41200000,360,1,Semiurban
Male,Yes,3+,Not Graduate,No,350000,0,11200000,360,,Rural
Male,No,1,Graduate,No,210700,0,19700000,360,1,Semiurban
Male,Yes,0,Graduate,No,433300,0,12600000,360,1,Urban
Female,Yes,0,Graduate,No,415000,0,9400000,360,1,Urban
Female,No,3+,Graduate,,566700,0,10800000,360,1,Urban
Male,No,0,Graduate,No,227400,151700,14900000,360,1,Urban
Male,No,3+,Not Graduate,No,250000,156000,5900000,84,1,Semiurban
Male,Yes,0,Graduate,No,531600,0,10000000,360,1,Semiurban
Female,No,2,Graduate,No,318900,256500,10400000,180,1,Semiurban
Female,Yes,0,Not Graduate,,318900,299900,15000000,360,1,Semiurban
Male,Yes,0,Graduate,No,476600,0,23200000,12,1,Semiurban
Male,No,0,Graduate,No,470000,420000,6600000,360,1,Urban
Male,Yes,0,Graduate,No,400000,199800,4000000,60,0,Semiurban
,Yes,3+,Not Graduate,No,236200,0,10800000,240,1,Urban
Male,No,0,Graduate,Yes,350000,0,15200000,12,1,Urban
Male,No,0,Graduate,No,2916700,271700,10000000,360,1,Rural
Male,Yes,3+,Graduate,No,341700,125000,13000000,180,1,Urban
Male,Yes,2,Graduate,No,916700,269000,11300000,360,1,Semiurban
Male,Yes,0,Graduate,No,553000,0,25700000,360,1,Semiurban
Female,Yes,2,Graduate,No,307300,29200,15200000,360,1,Rural
Male,No,0,Graduate,No,582300,240000,18800000,360,1,Urban
Male,Yes,1,Graduate,,333300,0,6800000,360,1,Rural
Male,Yes,0,Graduate,No,7252900,0,8000000,360,,Urban
Female,Yes,3+,Graduate,No,356400,150000,13100000,360,0,Semiurban
Male,Yes,0,Graduate,No,241500,172100,10000000,360,1,Semiurban
Female,Yes,3+,Graduate,,1351800,178800,14100000,360,1,Urban
Male,Yes,0,Graduate,No,306600,0,16500000,360,1,Rural
Female,Yes,1,Graduate,,117300,0,10800000,360,1,Semiurban
Male,No,3+,Graduate,No,366600,0,0,,,Rural
Male,Yes,0,Graduate,No,250000,0,41200000,360,0,Rural
Male,Yes,0,Not Graduate,No,400000,294500,13100000,360,1,Rural
Female,No,0,Graduate,Yes,401000,82000,10800000,360,1,Urban
Male,Yes,1,Graduate,No,197200,0,17600000,360,1,Urban
Male,Yes,,Graduate,No,682500,0,9900000,360,0,Urban
Male,Yes,3+,Not Graduate,No,318600,210800,10400000,360,1,Urban
Male,Yes,0,Not Graduate,No,318000,0,18500000,360,1,Semiurban
Male,Yes,2,Not Graduate,No,448300,100000,18700000,360,0,Semiurban
Male,No,2,Graduate,No,215700,0,14700000,360,1,Semiurban
Male,Yes,0,Graduate,No,315000,402900,6500000,360,0,Semiurban
Male,Yes,0,Graduate,Yes,382900,0,13400000,84,1,Semiurban
Male,Yes,0,Graduate,No,401000,0,10800000,360,1,Semiurban
Male,No,1,Not Graduate,No,505800,470000,13400000,360,1,Semiurban
Male,Yes,3+,Graduate,No,390000,396700,10900000,6,1,Urban
,Yes,0,Graduate,No,327100,0,12800000,180,1,Urban
Male,Yes,0,Graduate,No,550900,0,10800000,360,1,Urban
Male,No,2,Not Graduate,Yes,226800,158500,30000000,360,1,Semiurban
Female,No,0,Graduate,No,222600,241600,11000000,360,1,Rural
Female,Yes,2,Graduate,No,291800,0,12500000,180,1,Rural
Male,Yes,1,Graduate,No,383300,314800,10000000,360,1,Urban
Male,Yes,1,Graduate,No,735000,0,22500000,360,1,Rural
Male,No,0,Graduate,No,315900,0,10000000,360,1,Semiurban
Male,Yes,1,Graduate,No,318800,0,10800000,360,1,Semiurban
Female,No,0,Not Graduate,No,538400,229100,30000000,360,1,Urban
Female,Yes,2,Not Graduate,No,260000,0,18500000,360,1,Semiurban
Female,Yes,0,Graduate,No,286800,0,10900000,360,1,Urban
Male,No,,Graduate,No,1217300,177700,21200000,360,1,Rural
Male,Yes,0,Graduate,No,401000,333800,7700000,180,0,Rural
Female,Yes,2,Graduate,No,175000,199800,25700000,360,1,Urban
Male,Yes,3+,Graduate,No,224100,434700,10800000,360,1,Rural
,No,0,Not Graduate,No,366700,0,9000000,180,1,Rural
Male,No,2,Graduate,Yes,1351800,216800,8400000,60,1,Urban
Male,Yes,1,Not Graduate,No,650000,151700,9900000,360,1,Urban
Female,Yes,0,Not Graduate,,425800,290000,6400000,360,,Semiurban
Female,No,0,Graduate,No,179200,0,12800000,360,0,Rural
Male,No,2,Graduate,No,383500,0,10000000,360,1,Urban
Male,No,0,Graduate,No,428300,229100,13500000,360,1,Urban
Male,No,0,Graduate,No,0,91000,9000000,360,1,Semiurban
Female,Yes,0,Graduate,Yes,647800,510500,7600000,180,0,Urban
Male,Yes,2,Graduate,No,251300,316700,8000000,300,0,Rural
Male,No,0,Graduate,No,117300,0,11900000,360,,Semiurban
Male,Yes,3+,Graduate,No,357100,0,12600000,360,,Urban
Female,Yes,0,Graduate,No,285800,0,12500000,360,1,Semiurban
Male,Yes,0,Graduate,No,1498700,0,12500000,360,0,Rural
,No,0,Graduate,No,452300,0,0,360,1,Urban
Male,No,2,Graduate,No,385900,0,18500000,360,0,Rural
Male,Yes,0,Graduate,No,151600,0,4800000,360,1,Semiurban
Female,Yes,2,Graduate,No,224300,115200,10800000,120,0,Rural
Female,Yes,1,Graduate,Yes,250000,314800,15300000,360,1,Urban
Male,Yes,1,Graduate,No,164700,0,0,360,1,Semiurban
Female,No,0,Graduate,,616600,0,26000000,360,1,Rural
Male,Yes,2,Graduate,No,233300,314800,14000000,360,1,Urban
,Yes,2,Graduate,No,395800,233300,6400000,360,0,Semiurban
Male,Yes,2,Not Graduate,No,222600,0,10200000,360,1,Semiurban
Male,Yes,1,Graduate,No,151600,0,12500000,360,1,Semiurban
Male,No,0,Graduate,No,241500,500000,11400000,360,1,Rural
Male,Yes,1,Graduate,No,3200000,0,9500000,360,1,Semiurban
Female,No,0,Graduate,No,371900,29600,13000000,360,1,Semiurban
Male,No,3+,Graduate,Yes,474200,1166600,18800000,360,1,Rural
Female,Yes,1,Graduate,No,0,0,13000000,360,1,Urban
Female,Yes,1,Graduate,No,210100,0,11000000,360,1,Semiurban
Male,No,0,Graduate,No,57000,168300,10000000,360,1,Semiurban
Male,Yes,0,Graduate,Yes,268700,0,8700000,360,1,Urban
Male,No,0,Not Graduate,No,57000,0,14100000,360,,Urban
,Yes,0,Graduate,No,750000,0,17600000,360,1,Semiurban
Male,No,2,Graduate,No,1531200,0,11800000,360,1,Urban
Female,No,1,Not Graduate,No,296400,391600,10800000,360,1,Urban
Male,No,0,Graduate,No,448300,0,21400000,360,1,Urban
Male,No,2,Graduate,No,511900,299900,12600000,360,1,Semiurban
Male,No,0,Graduate,No,416600,0,2800000,360,0,Rural
Male,Yes,0,Graduate,No,378500,0,18700000,360,1,Urban
Male,Yes,0,Graduate,No,504100,475400,20000000,360,1,Urban
Male,Yes,,Graduate,No,408300,0,18500000,360,1,Rural
Male,Yes,2,Graduate,No,1498700,0,18800000,360,0,Semiurban
Male,No,3+,Not Graduate,,277300,0,18000000,360,1,Urban
Male,Yes,2,Not Graduate,No,411600,0,9000000,360,1,Rural
Female,Yes,0,Graduate,No,385900,201700,9600000,360,,Urban
,No,2,Graduate,No,522500,0,13500000,360,1,Urban
Male,Yes,1,Graduate,No,307400,54200,12400000,480,1,Urban
Male,Yes,0,Graduate,Yes,236200,0,10000000,360,0,Semiurban
Male,Yes,2,Graduate,No,188800,0,19900000,6,1,Urban
Male,Yes,0,Not Graduate,Yes,151600,0,13000000,360,1,Rural
Male,Yes,2,Graduate,No,340000,0,18700000,360,,Urban
Male,Yes,0,Graduate,No,426000,0,21300000,360,1,Rural
Female,No,0,Graduate,No,206600,176000,15000000,360,1,Semiurban
Male,Yes,0,Graduate,Yes,333300,0,10800000,360,1,Rural
Male,Yes,2,Graduate,No,682500,0,15800000,360,1,Semiurban
Male,No,3+,Graduate,,421300,138000,20800000,360,1,Urban
Male,No,,Graduate,No,341700,0,20000000,360,1,Semiurban
Female,Yes,0,Graduate,No,590000,0,7600000,12,1,Rural
Male,Yes,3+,Graduate,No,635600,0,11400000,360,1,Urban
Male,No,3+,Graduate,No,357100,0,15000000,360,1,Semiurban
Male,No,2,Graduate,No,253900,0,10400000,360,1,Semiurban
Male,No,0,Graduate,No,582300,0,12200000,84,0,Urban
,No,0,Graduate,,491200,29600,16000000,360,0,Semiurban
Male,Yes,2,Graduate,No,870300,510500,29700000,84,1,Semiurban
,No,0,Graduate,No,253900,208800,6000000,360,,Urban
Female,No,3+,Graduate,,351000,0,15700000,360,,Urban
Male,Yes,2,Graduate,No,384400,0,15000000,360,0,Urban
Male,Yes,0,Not Graduate,No,7252900,0,0,360,1,Semiurban
Male,Yes,0,Not Graduate,No,969900,0,9400000,,1,Semiurban
Male,No,2,Graduate,No,262300,233300,7200000,360,0,Rural
Male,No,0,Graduate,No,363400,470000,18500000,360,1,Rural
Female,No,,Graduate,No,440200,138000,18700000,360,1,Semiurban
Male,No,0,Graduate,No,531600,0,6500000,,1,Semiurban
Male,No,0,Graduate,No,2916700,0,10800000,360,1,Semiurban
Male,Yes,3+,Graduate,No,287500,0,20000000,360,1,Rural
Male,No,3+,Graduate,Yes,350000,0,13100000,360,1,Semiurban
Male,No,0,Graduate,Yes,683500,269000,12300000,360,0,Urban
Male,No,0,Graduate,Yes,277900,0,10700000,360,0,Semiurban
Male,No,0,Graduate,No,402800,0,18700000,360,1,Urban
Male,Yes,2,Graduate,Yes,538400,0,13500000,360,1,Urban
Male,Yes,0,Graduate,Yes,450000,0,12500000,360,1,Semiurban
Male,No,3+,Not Graduate,No,350700,0,10500000,360,1,Semiurban
Male,Yes,0,Graduate,Yes,279200,154100,18700000,360,1,Semiurban
Male,No,0,Graduate,Yes,164700,0,8300000,360,0,Rural
Male,Yes,0,Graduate,No,413600,176200,9000000,360,1,Urban
Male,Yes,0,Graduate,No,228300,250000,10600000,360,1,Urban
Male,Yes,3+,Graduate,No,255300,0,11200000,180,1,Rural
Male,Yes,2,Graduate,Yes,241900,0,10000000,360,0,Semiurban
Male,No,0,Graduate,No,151600,0,15200000,360,1,Rural
Male,Yes,2,Graduate,No,412000,170700,8800000,360,0,Rural
Male,No,2,Graduate,No,1600000,292500,18500000,360,1,Semiurban
Male,No,0,Not Graduate,No,576900,0,12300000,360,,Semiurban
Male,Yes,1,Graduate,No,357100,150000,12500000,360,1,Rural
Male,Yes,2,Graduate,No,203800,0,10000000,360,1,Semiurban
Male,Yes,0,Not Graduate,No,190000,263200,11000000,360,0,Semiurban
Male,Yes,0,Graduate,No,273300,342200,18700000,360,1,Urban
Male,Yes,0,Graduate,No,289600,427500,17100000,60,0,Urban
Male,No,0,Graduate,No,357100,61800,12500000,180,1,Rural
Male,Yes,2,Graduate,No,185000,0,14900000,6,0,Semiurban
Male,No,0,Graduate,No,292200,158500,4800000,360,1,Urban
Male,Yes,2,Not Graduate,No,350700,641400,10400000,360,1,Urban
,No,3+,Graduate,No,436300,0,12500000,240,1,Rural
Male,Yes,0,Graduate,No,875000,233300,14300000,360,1,Semiurban
Female,Yes,0,Not Graduate,No,350000,0,9000000,360,0,Semiurban
Female,Yes,1,Graduate,No,291800,0,7500000,180,1,Semiurban
Male,No,0,Not Graduate,No,203800,0,15200000,360,0,Rural
Male,Yes,0,Graduate,No,240000,151700,9400000,360,1,Rural
Male,No,0,Not Graduate,No,635600,294500,10500000,360,0,Urban
Male,No,1,Not Graduate,No,287500,0,15800000,,1,Rural
Male,Yes,0,Not Graduate,No,460900,216700,10000000,360,1,Semiurban
Male,Yes,1,Not Graduate,Yes,529300,0,10500000,360,1,Rural
Male,No,,Graduate,Yes,512800,333800,15000000,360,1,Semiurban
Male,No,2,Graduate,Yes,378500,176000,12500000,360,1,Urban
Male,Yes,0,Graduate,Yes,428300,121300,10000000,360,1,Urban
Male,Yes,0,Graduate,No,553000,0,15200000,360,1,Semiurban
Male,Yes,0,Not Graduate,No,352200,0,8000000,360,1,Semiurban
Male,No,3+,Graduate,No,236000,0,12000000,180,,Urban
Male,No,0,Graduate,No,408300,0,11000000,360,,Urban
Male,Yes,0,Graduate,No,159900,0,10000000,180,1,Urban
Male,Yes,0,Not Graduate,No,350000,0,12200000,360,0,Semiurban
Female,Yes,0,Graduate,No,540000,199300,0,360,1,Urban
Female,No,0,Not Graduate,No,450000,0,7900000,360,1,Rural
Male,No,0,Graduate,No,308300,0,10900000,360,1,Semiurban
Male,No,0,Not Graduate,No,783000,0,10000000,360,1,Urban
Male,No,0,Not Graduate,No,366600,0,4600000,360,1,Semiurban
Male,No,1,Graduate,No,233300,0,15700000,300,1,Semiurban
Female,No,0,Graduate,No,566700,0,14200000,180,1,Semiurban
Male,Yes,3+,Graduate,No,504100,366400,18000000,,1,Rural
Male,No,3+,Not Graduate,No,390000,210800,9900000,360,1,Semiurban
Female,No,,Graduate,No,250000,0,4000000,360,1,Semiurban
Male,Yes,0,Graduate,,400000,154200,10600000,360,1,Semiurban
Female,Yes,3+,Graduate,No,291700,0,14900000,360,1,Urban
Male,No,2,Not Graduate,No,234000,0,11000000,360,,Urban
Male,Yes,0,Graduate,No,358300,154200,4900000,360,0,Urban
Male,Yes,1,Graduate,No,216500,0,12300000,360,0,Semiurban
Male,No,0,Graduate,No,460900,75000,6100000,360,1,Urban
Female,No,0,Graduate,No,433300,0,20900000,360,1,Semiurban
Male,No,2,Graduate,Yes,582300,0,14700000,360,1,Semiurban
Male,Yes,0,Graduate,No,335000,0,16500000,360,0,Urban
Male,Yes,3+,Graduate,No,285500,424600,10800000,360,0,Rural
Male,Yes,1,Graduate,No,463500,216800,10400000,360,1,Urban
Male,Yes,3+,Graduate,No,375400,0,8000000,360,1,Rural
